b'id',b'key',b'value',b'type' 
2018655020,b'highway',b'crossing',b'regular'
2018655023,b'crossing',b'zebra',b'regular'
2018655023,b'highway',b'crossing',b'regular'
2021663078,b'crossing',b'zebra',b'regular'
2021663078,b'highway',b'crossing',b'regular'
2022093119,b'highway',b'turning_circle',b'regular'
2024979966,b'man_made',b'lighthouse',b'regular'
2024979966,b'name',b'Kenosha Outer Breakwall Light',b'regular'
2024979968,b'man_made',b'lighthouse',b'regular'
2024979968,b'name',b'Kenosha South Pierhead Light',b'regular'
2024988294,b'amenity',b'fountain',b'regular'
2024988294,b'name',b'Christopher Columbus Fountain',b'regular'
2024997507,b'amenity',b'fountain',b'regular'
2027409220,b'railway',b'switch',b'regular'
2027409228,b'railway',b'switch',b'regular'
2027409231,b'railway',b'switch',b'regular'
2027409260,b'railway',b'switch',b'regular'
2037999950,b'highway',b'turning_circle',b'regular'
2037999950,b'noexit',b'yes',b'regular'
2038193696,b'highway',b'turning_circle',b'regular'
2047568310,b'entrance',b'main',b'regular'
2294197938,b'name',b'BP',b'regular'
2294197938,b'shop',b'convenience',b'regular'
2294197949,b'entrance',b'yes',b'regular'
2294197957,b'amenity',b'fast_food',b'regular'
2294197957,b'brand',b'Dairy Queen',b'regular'
2294197957,b'wikidata',b'Q1141226',b'brand'
2294197957,b'wikipedia',b'en:Dairy Queen',b'brand'
2294197957,b'cuisine',b'ice_cream;burger',b'regular'
2294197957,b'name',b'Dairy Queen',b'regular'
2294197957,b'takeaway',b'yes',b'regular'
2294197960,b'amenity',b'fast_food',b'regular'
2294197960,b'brand',b'Subway',b'regular'
2294197960,b'wikidata',b'Q244457',b'brand'
2294197960,b'wikipedia',b'en:Subway (restaurant)',b'brand'
2294197960,b'cuisine',b'sandwich',b'regular'
2294197960,b'name',b'Subway',b'regular'
2294197960,b'takeaway',b'yes',b'regular'
2323820824,b'highway',b'traffic_signals',b'regular'
2394266990,b'direction',b'backward',b'regular'
2394266990,b'highway',b'stop',b'regular'
2394266990,b'stop',b'minor',b'regular'
2394267249,b'highway',b'turning_circle',b'regular'
2394267286,b'highway',b'turning_circle',b'regular'
2394267294,b'highway',b'turning_circle',b'regular'
2394278518,b'highway',b'turning_circle',b'regular'
2394278523,b'highway',b'turning_circle',b'regular'
2394290964,b'highway',b'turning_circle',b'regular'
2394338023,b'amenity',b'parking_entrance',b'regular'
2394338090,b'amenity',b'parking_entrance',b'regular'
2394338093,b'amenity',b'parking_entrance',b'regular'
2394338104,b'amenity',b'parking_entrance',b'regular'
2394338135,b'amenity',b'parking_entrance',b'regular'
2394338142,b'amenity',b'parking_entrance',b'regular'
2394338146,b'amenity',b'parking_entrance',b'regular'
2394338178,b'amenity',b'parking_entrance',b'regular'
2395473211,b'highway',b'turning_circle',b'regular'
2395493908,b'highway',b'turning_circle',b'regular'
2395493913,b'highway',b'turning_circle',b'regular'
2395493918,b'highway',b'turning_circle',b'regular'
2395493919,b'highway',b'turning_circle',b'regular'
2395510299,b'highway',b'turning_circle',b'regular'
2395510313,b'highway',b'turning_circle',b'regular'
2395510365,b'highway',b'turning_loop',b'regular'
2405657265,b'city',b'Kenosha',b'addr'
2405657265,b'housenumber',b'5414',b'addr'
2405657265,b'postcode',b'53140',b'addr'
2405657265,b'state',b'Wisconsin',b'addr'
2405657265,b'street',b'13th Avenue',b'addr'
2405657265,b'name',b'Kenosha',b'regular'
2405657265,b'network',b'Metra',b'regular'
2405657265,b'operator',b'Metra',b'regular'
2405657265,b'public_transport',b'station',b'regular'
2405657265,b'railway',b'station',b'regular'
2405657265,b'train',b'yes',b'regular'
2405657265,b'wikidata',b'Q6391302',b'regular'
2405657265,b'wikipedia',b'en:Kenosha station',b'regular'
2406305032,b'name',b'Winthrop Harbor',b'regular'
2406305032,b'network',b'Metra',b'regular'
2406305032,b'public_transport',b'stop_position',b'regular'
2406305032,b'railway',b'stop',b'regular'
2406305032,b'train',b'yes',b'regular'
2406436042,b'name',b'Zion',b'regular'
2406436042,b'network',b'Metra',b'regular'
2406436042,b'public_transport',b'stop_position',b'regular'
2406436042,b'railway',b'stop',b'regular'
2406436042,b'train',b'yes',b'regular'
2426074149,b'amenity',b'parking',b'regular'
2426074149,b'fee',b'yes',b'regular'
2426074149,b'name',b'Bristol Renaissance Faire paid parking',b'regular'
2426074149,b'park_ride',b'no',b'regular'
2426074149,b'supervised',b'yes',b'regular'
2442354556,b'railway',b'level_crossing',b'regular'
2500299622,b'highway',b'turning_circle',b'regular'
2513385995,b'highway',b'traffic_signals',b'regular'
2513385997,b'highway',b'traffic_signals',b'regular'
2677598061,b'power',b'tower',b'regular'
2677598068,b'power',b'tower',b'regular'
2677598090,b'power',b'tower',b'regular'
2677598091,b'power',b'tower',b'regular'
2677598102,b'power',b'tower',b'regular'
2677598117,b'power',b'tower',b'regular'
2677598126,b'power',b'tower',b'regular'
2677598131,b'power',b'tower',b'regular'
2677598173,b'power',b'tower',b'regular'
2677598218,b'power',b'tower',b'regular'
2716451245,b'amenity',b'parking',b'regular'
2896119410,b'highway',b'turning_circle',b'regular'
2896119467,b'highway',b'turning_circle',b'regular'
2896119472,b'highway',b'turning_circle',b'regular'
2896530440,b'highway',b'turning_circle',b'regular'
2896530447,b'highway',b'stop',b'regular'
2896530447,b'stop',b'all',b'regular'
2896530579,b'highway',b'turning_circle',b'regular'
2898174303,b'man_made',b'water_tower',b'regular'
2898174303,b'name',b'Pleasant Prairie Water Tower',b'regular'
2898226659,b'highway',b'turning_circle',b'regular'
2953670491,b'city',b'Union Grove',b'addr'
2953670491,b'housenumber',b'18411',b'addr'
2953670491,b'postcode',b'53182',b'addr'
2953670491,b'street',b'1st Street',b'addr'
2953670491,b'feature_id',b'1581227',b'gnis'
2953670491,b'leisure',b'sports_centre',b'regular'
2953670491,b'name',b'Great Lakes Dragaway',b'regular'
2953670491,b'sport',b'motor',b'regular'
2953670491,b'website',b'http://www.greatlakesdragaway.com/',b'regular'
2953670491,b'wikidata',b'Q5599441',b'regular'
2953670491,b'wikipedia',b'en:Great Lakes Dragaway',b'regular'
2960187822,b'access',b'customers',b'regular'
2960187822,b'amenity',b'parking',b'regular'
2960187822,b'fee',b'no',b'regular'
2960187822,b'parking',b'surface',b'regular'
2960188143,b'amenity',b'parking',b'regular'
2960188268,b'amenity',b'parking',b'regular'
2990307411,b'highway',b'turning_circle',b'regular'
2990307430,b'man_made',b'water_tower',b'regular'
2990959423,b'highway',b'stop',b'regular'
2991050530,b'highway',b'turning_circle',b'regular'
2993375507,b'highway',b'traffic_signals',b'regular'
3035329307,b'access',b'permissive',b'regular'
3035329307,b'barrier',b'gate',b'regular'
3035329325,b'access',b'no',b'regular'
3035329325,b'barrier',b'gate',b'regular'
3035329327,b'access',b'no',b'regular'
3035329327,b'barrier',b'gate',b'regular'
3035329328,b'access',b'no',b'regular'
3035329328,b'barrier',b'gate',b'regular'
3035330054,b'amenity',b'toilets',b'regular'
3035330054,b'disposal',b'chemical',b'toilets'
3038368446,b'access',b'private',b'regular'
3038368446,b'barrier',b'gate',b'regular'
3038368447,b'access',b'no',b'regular'
3038368447,b'barrier',b'gate',b'regular'
3038368449,b'access',b'private',b'regular'
3038368449,b'barrier',b'gate',b'regular'
3038368450,b'access',b'private',b'regular'
3038368450,b'barrier',b'gate',b'regular'
3038373940,b'access',b'customers',b'regular'
3038373940,b'amenity',b'toilets',b'regular'
3038373940,b'note',b'Need to confirm location.',b'regular'
3038373940,b'disposal',b'flush',b'toilets'
3040213398,b'access',b'private',b'regular'
3040213398,b'barrier',b'gate',b'regular'
3040213401,b'access',b'private',b'regular'
3040213401,b'barrier',b'gate',b'regular'
3046491636,b'amenity',b'fountain',b'regular'
3104728411,b'highway',b'traffic_signals',b'regular'
3104728422,b'highway',b'traffic_signals',b'regular'
3143142049,b'name',b'11th Avenue & 56th Street',b'regular'
3143142049,b'network',b'Kenosha Streetcar',b'regular'
3143142049,b'public_transport',b'stop_position',b'regular'
3143142049,b'railway',b'tram_stop',b'regular'
3143142049,b'tram',b'yes',b'regular'
3143142053,b'railway',b'level_crossing',b'regular'
3143142056,b'railway',b'level_crossing',b'regular'
3143142060,b'name',b'11th Avenue & 54th Street',b'regular'
3143142060,b'network',b'Kenosha Streetcar',b'regular'
3143142060,b'operator',b'Kenosha Area Transit',b'regular'
3143142060,b'public_transport',b'stop_position',b'regular'
3143142060,b'railway',b'tram_stop',b'regular'
3143142060,b'tram',b'yes',b'regular'
3143142071,b'railway',b'level_crossing',b'regular'
3143142075,b'railway',b'level_crossing',b'regular'
3143142077,b'railway',b'level_crossing',b'regular'
3143142085,b'railway',b'level_crossing',b'regular'
3143142090,b'railway',b'level_crossing',b'regular'
3143142094,b'name',b'54th Street & 8th Avenue',b'regular'
3143142094,b'network',b'Kenosha Streetcar',b'regular'
3143142094,b'public_transport',b'stop_position',b'regular'
3143142094,b'railway',b'tram_stop',b'regular'
3143142094,b'tram',b'yes',b'regular'
3143142102,b'railway',b'level_crossing',b'regular'
3143142122,b'railway',b'level_crossing',b'regular'
3143167210,b'highway',b'traffic_signals',b'regular'
3143167222,b'highway',b'traffic_signals',b'regular'
3143171934,b'highway',b'traffic_signals',b'regular'
3143171936,b'railway',b'level_crossing',b'regular'
3143171937,b'highway',b'traffic_signals',b'regular'
3143171948,b'highway',b'traffic_signals',b'regular'
3143171949,b'railway',b'level_crossing',b'regular'
3143171954,b'highway',b'traffic_signals',b'regular'
3143171960,b'highway',b'traffic_signals',b'regular'
3144714926,b'crossing',b'traffic_signals',b'regular'
3144714926,b'highway',b'crossing',b'regular'
3144733934,b'railway',b'crossing',b'regular'
3144733990,b'railway',b'crossing',b'regular'
3144734008,b'railway',b'crossing',b'regular'
3144734037,b'crossing',b'zebra',b'regular'
3144734037,b'highway',b'crossing',b'regular'
3144734055,b'railway',b'crossing',b'regular'
3144734060,b'railway',b'crossing',b'regular'
3183885519,b'crossing',b'marked',b'regular'
3183885519,b'highway',b'crossing',b'regular'
3189099873,b'highway',b'traffic_signals',b'regular'
3275125016,b'access',b'private',b'regular'
3275125016,b'barrier',b'gate',b'regular'
3277654856,b'amenity',b'community_centre',b'regular'
3277654856,b'name',b'Kenosha County Center',b'regular'
3322103333,b'highway',b'turning_circle',b'regular'
3358106264,b'highway',b'turning_circle',b'regular'
3399001994,b'highway',b'turning_circle',b'regular'
3406537785,b'highway',b'turning_circle',b'regular'
3406537788,b'highway',b'turning_circle',b'regular'
3406538034,b'noexit',b'yes',b'regular'
3408201934,b'highway',b'turning_circle',b'regular'
3408211085,b'man_made',b'water_tower',b'regular'
3408221996,b'crossing',b'zebra',b'regular'
3408221996,b'highway',b'crossing',b'regular'
3441079992,b'name',b'Apple Holler',b'regular'
3441079992,b'opening_hours',b'Mo-Th 08:00-16:00; Fr-Sa 07:00-20:00; Su 07:00-16:00',b'regular'
3441079992,b'phone',b'+1-262-884-7100',b'regular'
3441079992,b'tourism',b'attraction',b'regular'
3441079992,b'website',b'https://www.appleholler.com/',b'regular'
3511433076,b'amenity',b'fuel',b'regular'
3625984418,b'highway',b'turning_circle',b'regular'
3627354681,b'noexit',b'yes',b'regular'
3633548958,b'highway',b'turning_circle',b'regular'
3645249684,b'levels',b'3',b'building'
3645249684,b'ele',b'30',b'regular'
3645249684,b'leaf_cycle',b'semi_evergreen',b'regular'
3645249684,b'natural',b'tree',b'regular'
3646396057,b'railway',b'level_crossing',b'regular'
3646412296,b'noexit',b'yes',b'regular'
3654312421,b'man_made',b'mast',b'regular'
3672716042,b'name',b'Cotswold Commons',b'regular'
3672716042,b'tourism',b'picnic_site',b'regular'
3672718979,b'man_made',b'stage',b'regular'
3675893191,b'city',b'Kenosha',b'addr'
3675893191,b'housenumber',b'1923',b'addr'
3675893191,b'postcode',b'53143',b'addr'
3675893191,b'state',b'Wisconsin',b'addr'
3675893191,b'street',b'63rd Street',b'addr'
3675893191,b'building',b'apartments',b'regular'
3675893191,b'levels',"b'2,3'",b'building'
3675893191,b'name',b'Uptown Brass',b'regular'
3675893191,b'phone',b'+1-262-456-5862',b'regular'
3675895600,b'city',b'Kenosha',b'addr'
3675895600,b'housenumber',b'1923',b'addr'
3675895600,b'postcode',b'53143',b'addr'
3675895600,b'state',b'Wisconsin',b'addr'
3675895600,b'street',b'63rd Street',b'addr'
3675895600,b'amenity',b'fast_food',b'regular'
3675895600,b'brand',b'Subway',b'regular'
3675895600,b'wikidata',b'Q244457',b'brand'
3675895600,b'wikipedia',b'en:Subway (restaurant)',b'brand'
3675895600,b'cuisine',b'sandwich',b'regular'
3675895600,b'delivery',b'no',b'regular'
3675895600,b'drive_through',b'no',b'regular'
3675895600,b'name',b'Subway',b'regular'
3675895600,b'opening_hours',b'Mo-Fr 07:00-23:00; Sa 08:00-23:00; Su 09:00-21:00',b'regular'
3675895600,b'operator',b'Subway',b'regular'
3675895600,b'phone',b'+ 1-262-605-8999',b'regular'
3675895600,b'takeaway',b'yes',b'regular'
3675900231,b'city',b'Kenosha',b'addr'
3675900231,b'housenumber',b'1815',b'addr'
3675900231,b'postcode',b'53143',b'addr'
3675900231,b'state',b'Wisconsin',b'addr'
3675900231,b'street',b'63rd Street',b'addr'
3675900231,b'amenity',b'bank',b'regular'
3675900231,b'atm',b'yes',b'regular'
3675900231,b'name',b'TCF Bank',b'regular'
3675900231,b'operator',b'TCF',b'regular'
3675913733,b'city',b'Kenosha',b'addr'
3675913733,b'housenumber',b'1923',b'addr'
3675913733,b'postcode',b'53143',b'addr'
3675913733,b'state',b'Wisconsin',b'addr'
3675913733,b'street',b'63rd Street',b'addr'
3675913733,b'amenity',b'restaurant',b'regular'
3675913733,b'cuisine',b'chinese',b'regular'
3675913733,b'delivery',b'no',b'regular'
3675913733,b'name',"b""Chen's Bistro""",b'regular'
3675913733,b'opening_hours',"b'Tu off; Mo,We,Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 12:00-22:00'",b'regular'
3675913733,b'phone',b'+1-262-605-9733',b'regular'
3675913733,b'takeaway',b'yes',b'regular'
3675913733,b'website',b'http://mychensbistro.com/homepage.aspx',b'regular'
3679266014,b'access',b'customers',b'regular'
3679266014,b'amenity',b'fast_food',b'regular'
3679266014,b'name',b'Joust Tavern',b'regular'
3679266015,b'amenity',b'toilets',b'regular'
3679266016,b'access',b'customers',b'regular'
3679266016,b'amenity',b'fast_food',b'regular'
3679266017,b'name',b'Fairie Glen',b'regular'
3679266017,b'tourism',b'picnic_site',b'regular'
3679266018,b'leisure',b'playground',b'regular'
3679266018,b'name',b'Mouseboro Play Area',b'regular'
3679266019,b'access',b'customers',b'regular'
3679266019,b'amenity',b'fast_food',b'regular'
3679266019,b'name',b'Tavern',b'regular'
3679266020,b'shop',b'ticket',b'regular'
3679281477,b'access',b'customers',b'regular'
3679281477,b'man_made',b'stage',b'regular'
3679281477,b'name',b'The Globe Stage',b'regular'
3679281478,b'name',b'The Buttery',b'regular'
3679281478,b'tourism',b'picnic_site',b'regular'
3679281479,b'amenity',b'fast_food',b'regular'
3679281479,b'name',"b""Black Friar's Tarven""",b'regular'
3679281480,b'amenity',b'fast_food',b'regular'
3679281480,b'name',"b""Queen's Kitchens""",b'regular'
3679281483,b'name',b'Sun Garden',b'regular'
3679281483,b'tourism',b'picnic_site',b'regular'
3679281484,b'amenity',b'fast_food',b'regular'
3679281484,b'name',"b""The Queen's Indulgence Tavern""",b'regular'
3679281485,b'amenity',b'fast_food',b'regular'
3679281485,b'name',"b""Pig N' Whistle Tavern""",b'regular'
3679281742,b'leisure',b'playground',b'regular'
3679281742,b'name',b'Ships & Swings',b'regular'
3703896657,b'man_made',b'mast',b'regular'
3703920020,b'aeroway',b'windsock',b'regular'
3703924942,b'highway',b'turning_circle',b'regular'
3703924945,b'barrier',b'gate',b'regular'
3703926628,b'aeroway',b'navigationaid',b'regular'
3703926628,b'name',b'Kenosha VOR ENW 109.2 MhZ',b'regular'
3703929871,b'highway',b'turning_circle',b'regular'
3714341204,b'crossing',b'traffic_signals',b'regular'
3714341204,b'highway',b'crossing',b'regular'
3714341204,b'source',b'Bing',b'regular'
3714341205,b'crossing',b'traffic_signals',b'regular'
3714341205,b'highway',b'crossing',b'regular'
3714341205,b'source',b'Bing',b'regular'
3714341206,b'crossing',b'traffic_signals',b'regular'
3714341206,b'highway',b'crossing',b'regular'
3714341206,b'source',b'Bing',b'regular'
3714341207,b'crossing',b'traffic_signals',b'regular'
3714341207,b'highway',b'crossing',b'regular'
3714341207,b'source',b'Bing',b'regular'
3766625996,b'man_made',b'silo',b'regular'
3769818687,b'entrance',b'yes',b'regular'
3769822971,b'man_made',b'silo',b'regular'
3771338113,b'man_made',b'silo',b'regular'
3771653678,b'man_made',b'tower',b'regular'
3771653678,b'type',b'communication',b'tower'
3771684265,b'highway',b'turning_circle',b'regular'
3771684347,b'man_made',b'water_tower',b'regular'
3772151223,b'man_made',b'water_tower',b'regular'
3772151617,b'man_made',b'tower',b'regular'
3772151617,b'type',b'communication',b'tower'
3772155476,b'man_made',b'silo',b'regular'
3772816267,b'man_made',b'tower',b'regular'
3772816267,b'type',b'communication',b'tower'
3772816268,b'man_made',b'tower',b'regular'
3772816268,b'type',b'communication',b'tower'
3778823857,b'highway',b'turning_circle',b'regular'
3783866690,b'man_made',b'silo',b'regular'
3783866691,b'man_made',b'silo',b'regular'
3783866692,b'man_made',b'silo',b'regular'
3783866693,b'man_made',b'silo',b'regular'
3783866694,b'man_made',b'silo',b'regular'
3783866695,b'man_made',b'silo',b'regular'
3783866696,b'man_made',b'silo',b'regular'
3783866697,b'man_made',b'silo',b'regular'
3783866700,b'barrier',b'gate',b'regular'
3783866777,b'man_made',b'silo',b'regular'
3783866778,b'man_made',b'silo',b'regular'
3783866779,b'man_made',b'silo',b'regular'
3783866780,b'man_made',b'silo',b'regular'
3783866781,b'man_made',b'silo',b'regular'
3783866782,b'man_made',b'silo',b'regular'
3783866783,b'man_made',b'silo',b'regular'
3783866784,b'man_made',b'silo',b'regular'
3783866785,b'man_made',b'silo',b'regular'
3783866786,b'man_made',b'silo',b'regular'
3793133003,b'highway',b'traffic_signals',b'regular'
3793164111,b'man_made',b'water_tower',b'regular'
3794558903,b'railway',b'level_crossing',b'regular'
3794657894,b'railway',b'level_crossing',b'regular'
3794657937,b'railway',b'level_crossing',b'regular'
3794657950,b'railway',b'level_crossing',b'regular'
3794670357,b'railway',b'level_crossing',b'regular'
3794670370,b'railway',b'level_crossing',b'regular'
3794670372,b'railway',b'level_crossing',b'regular'
3794670557,b'railway',b'level_crossing',b'regular'
3794670558,b'railway',b'level_crossing',b'regular'
3794713634,b'man_made',b'water_tower',b'regular'
3795339297,b'man_made',b'silo',b'regular'
3795586180,b'highway',b'turning_circle',b'regular'
3795586196,b'highway',b'turning_circle',b'regular'
3797139278,b'man_made',b'silo',b'regular'
3797139287,b'man_made',b'silo',b'regular'
3797139288,b'man_made',b'silo',b'regular'
3797139289,b'man_made',b'silo',b'regular'
3797139307,b'man_made',b'silo',b'regular'
3797139308,b'man_made',b'silo',b'regular'
3797139309,b'man_made',b'silo',b'regular'
3797139310,b'man_made',b'silo',b'regular'
3797139311,b'man_made',b'silo',b'regular'
3797139312,b'man_made',b'silo',b'regular'
3797139313,b'man_made',b'silo',b'regular'
3797139314,b'man_made',b'silo',b'regular'
3797442195,b'railway',b'level_crossing',b'regular'
3798581355,b'highway',b'motorway_junction',b'regular'
3798581355,b'ref',b'344',b'regular'
3855771606,b'highway',b'traffic_signals',b'regular'
3855771607,b'highway',b'traffic_signals',b'regular'
3855771610,b'railway',b'level_crossing',b'regular'
3855771617,b'railway',b'level_crossing',b'regular'
3855771619,b'highway',b'traffic_signals',b'regular'
3855771623,b'railway',b'level_crossing',b'regular'
3855861950,b'name',b'Village of Somers',b'regular'
3855861950,b'place',b'village',b'regular'
3859339925,b'highway',b'stop',b'regular'
3859339926,b'highway',b'stop',b'regular'
3859339926,b'stop',b'all',b'regular'
3859833765,b'crossing',b'zebra',b'regular'
3859833765,b'highway',b'crossing',b'regular'
3859833766,b'crossing',b'zebra',b'regular'
3859833766,b'highway',b'crossing',b'regular'
3859833772,b'crossing',b'zebra',b'regular'
3859833772,b'highway',b'crossing',b'regular'
3859833780,b'highway',b'stop',b'regular'
3859833796,b'crossing',b'zebra',b'regular'
3859833796,b'highway',b'crossing',b'regular'
3859907455,b'highway',b'traffic_signals',b'regular'
3859907562,b'highway',b'traffic_signals',b'regular'
3859910996,b'name',b'Village of Bristol',b'regular'
3859910996,b'place',b'village',b'regular'
3859910996,b'wikidata',b'Q3709271',b'regular'
3859910996,b'wikipedia',"b'en:Bristol (village), Wisconsin'",b'regular'
3859912682,b'name',b'Town of Paris',b'regular'
3859912682,b'place',b'village',b'regular'
3861520171,b'highway',b'turning_circle',b'regular'
3889596349,b'highway',b'traffic_signals',b'regular'
3889596355,b'highway',b'traffic_signals',b'regular'
3889596355,b'traffic_signals',b'signal',b'regular'
3914032153,b'highway',b'traffic_signals',b'regular'
3914032153,b'traffic_signals',b'christmas_tree',b'regular'
3999273170,b'name',b'Kissing Rock',b'regular'
3999273170,b'natural',b'rock',b'regular'
3999885653,b'name',b'Science Center',b'regular'
4008359130,b'barrier',b'gate',b'regular'
4008359189,b'barrier',b'gate',b'regular'
4008359202,b'barrier',b'gate',b'regular'
4008359219,b'barrier',b'gate',b'regular'
4008359227,b'barrier',b'gate',b'regular'
4008359235,b'barrier',b'gate',b'regular'
4008359264,b'barrier',b'gate',b'regular'
4008359276,b'barrier',b'gate',b'regular'
4008359287,b'barrier',b'gate',b'regular'
4008359300,b'barrier',b'gate',b'regular'
4030526344,b'height',b'150',b'regular'
4030526344,b'man_made',b'chimney',b'regular'
4030533632,b'highway',b'traffic_signals',b'regular'
4030537385,b'man_made',b'water_tower',b'regular'
4039479945,b'railway',b'level_crossing',b'regular'
4069266269,b'crossing',b'zebra',b'regular'
4069266269,b'highway',b'crossing',b'regular'
4069266495,b'crossing',b'unmarked',b'regular'
4069266495,b'highway',b'crossing',b'regular'
4070907489,b'power',b'tower',b'regular'
4070907490,b'power',b'tower',b'regular'
4070907491,b'power',b'tower',b'regular'
4070907492,b'power',b'tower',b'regular'
4070907493,b'power',b'tower',b'regular'
4070907494,b'power',b'tower',b'regular'
4070907495,b'power',b'tower',b'regular'
4070907496,b'power',b'tower',b'regular'
4070907497,b'power',b'tower',b'regular'
4070907498,b'power',b'tower',b'regular'
4070907499,b'power',b'tower',b'regular'
4070907500,b'power',b'tower',b'regular'
4070907501,b'power',b'tower',b'regular'
4070907502,b'power',b'tower',b'regular'
4070907503,b'power',b'tower',b'regular'
4070907504,b'power',b'tower',b'regular'
4070907505,b'power',b'tower',b'regular'
4070907506,b'power',b'tower',b'regular'
4070907507,b'power',b'tower',b'regular'
4070907508,b'power',b'tower',b'regular'
4070907509,b'power',b'tower',b'regular'
4070907510,b'power',b'tower',b'regular'
4070907511,b'power',b'tower',b'regular'
4070907512,b'power',b'tower',b'regular'
4070907513,b'power',b'tower',b'regular'
4070907514,b'power',b'tower',b'regular'
4070907516,b'power',b'tower',b'regular'
4070907517,b'power',b'tower',b'regular'
4070907518,b'power',b'tower',b'regular'
4070907519,b'power',b'tower',b'regular'
4070907520,b'power',b'tower',b'regular'
4070907521,b'power',b'tower',b'regular'
4070907522,b'power',b'tower',b'regular'
4070907523,b'power',b'tower',b'regular'
4070907524,b'power',b'tower',b'regular'
4070931477,b'highway',b'stop',b'regular'
4070931478,b'highway',b'stop',b'regular'
4103919526,b'highway',b'traffic_signals',b'regular'
4103920701,b'highway',b'traffic_signals',b'regular'
4103920701,b'traffic_signals',b'signal',b'regular'
4103920714,b'highway',b'traffic_signals',b'regular'
4103920714,b'traffic_signals',b'signal',b'regular'
4103929598,b'highway',b'turning_circle',b'regular'
4103929611,b'highway',b'turning_circle',b'regular'
4103952430,b'highway',b'turning_circle',b'regular'
4106928374,b'highway',b'traffic_signals',b'regular'
4106930966,b'highway',b'stop',b'regular'
4106948698,b'highway',b'traffic_signals',b'regular'
4106948698,b'traffic_signals',b'signal',b'regular'
4106948699,b'highway',b'traffic_signals',b'regular'
4106948699,b'traffic_signals',b'signal',b'regular'
4106948719,b'highway',b'traffic_signals',b'regular'
4106955102,b'highway',b'traffic_signals',b'regular'
4106955125,b'highway',b'traffic_signals',b'regular'
4130997177,b'highway',b'turning_circle',b'regular'
4131001692,b'highway',b'turning_circle',b'regular'
4159707224,b'man_made',b'silo',b'regular'
4159707225,b'man_made',b'silo',b'regular'
4159713492,b'man_made',b'silo',b'regular'
4159713493,b'man_made',b'silo',b'regular'
4159724390,b'man_made',b'silo',b'regular'
4159724429,b'man_made',b'silo',b'regular'
4159724446,b'man_made',b'silo',b'regular'
4159724477,b'man_made',b'silo',b'regular'
4159724478,b'man_made',b'silo',b'regular'
4159724479,b'man_made',b'silo',b'regular'
4159741361,b'man_made',b'silo',b'regular'
4159741362,b'man_made',b'silo',b'regular'
4159741363,b'man_made',b'silo',b'regular'
4159741364,b'man_made',b'silo',b'regular'
4159741365,b'man_made',b'silo',b'regular'
4159741366,b'man_made',b'silo',b'regular'
4159741367,b'man_made',b'silo',b'regular'
4159741368,b'man_made',b'silo',b'regular'
4159741369,b'man_made',b'silo',b'regular'
4159741370,b'man_made',b'silo',b'regular'
4159741371,b'man_made',b'silo',b'regular'
4159769936,b'amenity',b'fountain',b'regular'
4160088565,b'man_made',b'mast',b'regular'
4160092021,b'man_made',b'silo',b'regular'
4160092022,b'man_made',b'silo',b'regular'
4160092023,b'man_made',b'silo',b'regular'
4160092024,b'man_made',b'silo',b'regular'
4160092025,b'man_made',b'silo',b'regular'
4160108885,b'man_made',b'silo',b'regular'
4160108886,b'man_made',b'silo',b'regular'
4162204207,b'man_made',b'silo',b'regular'
4162204208,b'man_made',b'silo',b'regular'
4162210833,b'man_made',b'silo',b'regular'
4162210838,b'man_made',b'silo',b'regular'
4162217664,b'man_made',b'silo',b'regular'
4179351177,b'highway',b'turning_circle',b'regular'
4185876897,b'man_made',b'mast',b'regular'
4193866132,b'man_made',b'mast',b'regular'
4193866133,b'man_made',b'mast',b'regular'
4194381526,b'amenity',b'fountain',b'regular'
4220845885,b'city',b'Village of Bristol',b'addr'
4220845885,b'housenumber',b'15211',b'addr'
4220845885,b'postcode',b'53104',b'addr'
4220845885,b'state',b'Wisconsin',b'addr'
4220845885,b'street',b'75th Street',b'addr'
4220845885,b'description',b'Archery Club',b'regular'
4220845885,b'name',"b'Kenosha Bowmen, Inc.'",b'regular'
4232974334,b'power',b'pole',b'regular'
4232974335,b'power',b'pole',b'regular'
4232974336,b'power',b'pole',b'regular'
4232974337,b'power',b'pole',b'regular'
4232974338,b'power',b'pole',b'regular'
4232974339,b'power',b'pole',b'regular'
4232974340,b'power',b'pole',b'regular'
4232974341,b'power',b'pole',b'regular'
4232974342,b'power',b'pole',b'regular'
4232974343,b'power',b'pole',b'regular'
4232974344,b'power',b'pole',b'regular'
4232974345,b'power',b'pole',b'regular'
4232974346,b'power',b'pole',b'regular'
4232974347,b'power',b'pole',b'regular'
4232974348,b'power',b'pole',b'regular'
4232974349,b'power',b'pole',b'regular'
4232974350,b'power',b'pole',b'regular'
4232974351,b'power',b'pole',b'regular'
4232974352,b'power',b'pole',b'regular'
4232974353,b'power',b'pole',b'regular'
4232974354,b'power',b'pole',b'regular'
4232974355,b'material',b'steel',b'regular'
4232974355,b'power',b'pole',b'regular'
4232974356,b'material',b'steel',b'regular'
4232974356,b'power',b'pole',b'regular'
4232974357,b'material',b'steel',b'regular'
4232974357,b'power',b'pole',b'regular'
4232974358,b'material',b'steel',b'regular'
4232974358,b'power',b'pole',b'regular'
4232974359,b'material',b'steel',b'regular'
4232974359,b'power',b'pole',b'regular'
